theta1_init,theta2_init,theta1,theta2
0.0,0.0,0.0,0.0
0.0,0.106494666223,-0.022175061133,-0.0285238457644
0.0,0.212989332447,-0.0123140335877,-0.0882131798469
0.0,0.31948399867,0.0481800177629,-0.19032060019
0.0,0.425978664894,-0.000412535242787,-0.0979983853903
0.0,0.532473331117,-0.0127575057595,-0.000821438323402
0.0,0.63896799734,0.24665665569,-0.207380288747
0.0,0.745462663564,0.367094665778,-0.12371874762
0.0,0.851957329787,0.541930677192,-0.0296517880157
0.0,0.95845199601,0.0332351517962,0.836865091895
0.0,1.06494666223,-0.492057534923,-0.000589138563893
0.0,1.17144132846,-0.130856638314,0.391261733262
0.0,1.27793599468,0.198979741591,-0.952968037454
0.0,1.3844306609,-0.527486570086,-0.299853505719
0.0,1.49092532713,0.0104524699188,1.45908873502
0.0,1.59741999335,-0.171201800132,-0.280608470372
0.0,1.70391465957,-0.31237828952,0.803858160706
0.0,1.8104093258,1.12469523844,-0.00353765673662
0.0,1.91690399202,0.317446734966,0.407563879821
0.0,2.02339865824,0.423790889179,-0.241167638611
0.0,2.12989332447,-0.195127669013,1.40595159013
0.0,2.23638799069,0.102364420367,2.08427262746
0.0,2.34288265691,0.110568142916,-1.33060992531
0.0,2.44937732314,-0.00950783618611,2.39460319682
0.0,2.55587198936,0.963489257334,0.979181008258
0.0,2.66236665558,0.264050963926,-1.08305547107
0.0,2.76886132181,1.1097526669,0.0556006689221
0.0,2.87535598803,-0.724882289738,1.76335681213
0.0,2.98185065425,-0.753563290534,-1.55540101669
0.0,3.08834532048,-1.00673998259,-0.972290187271
0.0,3.1948399867,0.868201654662,7.03898558087
0.0,3.30133465292,-0.878092090512,8.0223021386
0.0,3.40782931915,-0.385685415393,6.93137557598
0.0,3.51432398537,0.384871112802,7.92362984071
0.0,3.6208186516,0.391473805074,4.05288682839
0.0,3.72731331782,-0.963712574803,5.30427843775
0.0,3.83380798404,0.00952264747669,3.88861745594
0.0,3.94030265027,-0.11054634009,7.61384588847
0.0,4.04679731649,-0.102366408898,4.1989078082
0.0,4.15329198271,0.195083140948,4.87719602441
0.0,4.25978664894,-0.42369869394,6.52430631455
0.0,4.36628131516,-0.317571168028,5.87590801504
0.0,4.47277598138,-1.12469291596,6.28668512483
0.0,4.57927064761,0.115749717804,7.43151848651
0.0,4.68576531383,0.170534845706,6.56432946696
0.0,4.79225998005,-0.0103769617486,4.82397646183
0.0,4.89875464628,0.527295457585,6.58330944818
0.0,5.0052493125,-0.198957137907,7.23613438054
0.0,5.11174397872,0.130616073152,5.89206972403
0.0,5.21823864495,0.492018682271,6.28382461048
0.0,5.32473331117,-0.0332949140615,5.44639481872
0.0,5.43122797739,-0.541942634318,6.31285378408
0.0,5.53772264362,-0.367105881305,6.40691929516
0.0,5.64421730984,-0.246627725174,6.49052421226
0.0,5.75071197606,0.0127061535893,6.28407406594
0.0,5.85720664229,0.000377496063512,6.38122984824
0.0,5.96370130851,-0.0481823344175,6.47350901696
0.0,6.07019597473,0.012319858235,6.37139056301
0.0,6.17669064096,0.0221774387688,6.31170572044
0.0,6.28318530718,-2.29596077199e-20,6.28318530718
0.106494666223,0.0,0.0190520630952,-0.108259609639
0.106494666223,0.106494666223,-0.0147070971986,0.0123406321199
0.106494666223,0.212989332447,0.0837413374195,0.0731608329209
0.106494666223,0.31948399867,0.0959251258303,0.302344318846
0.106494666223,0.425978664894,0.154925517206,0.325438378335
0.106494666223,0.532473331117,0.183192376796,0.0463247787968
0.106494666223,0.63896799734,-0.214627133337,0.00800803846598
0.106494666223,0.745462663564,-0.195535399187,-0.587225047062
0.106494666223,0.851957329787,-0.437807731689,-0.0994609744575
0.106494666223,0.95845199601,0.332282343696,0.0673336224559
0.106494666223,1.06494666223,0.128048530661,0.870611805711
0.106494666223,1.17144132846,-0.539764100801,-0.502369812622
0.106494666223,1.27793599468,0.490807139484,0.780693006365
0.106494666223,1.3844306609,0.247566608827,0.391002589957
0.106494666223,1.49092532713,0.264543947602,1.11539550383
0.106494666223,1.59741999335,-0.820439249695,0.170933615844
0.106494666223,1.70391465957,-0.848488431398,-0.486610204073
0.106494666223,1.8104093258,-0.0329291705142,1.20819705757
0.106494666223,1.91690399202,-0.0540494470005,-1.61952961264
0.106494666223,2.02339865824,-0.419834082312,1.19141543783
0.106494666223,2.12989332447,-0.544748638901,-1.13026945723
0.106494666223,2.23638799069,-0.0299945790565,1.62471829948
0.106494666223,2.34288265691,0.0565805459571,-1.54416268413
0.106494666223,2.44937732314,0.0782534938655,2.17544134814
0.106494666223,2.55587198936,-0.697573499802,0.932269985277
0.106494666223,2.66236665558,-0.486475727177,0.0431867393917
0.106494666223,2.76886132181,-0.558978900215,-1.40508538522
0.106494666223,2.87535598803,-1.36007749554,0.371809391587
0.106494666223,2.98185065425,0.0598411993138,-0.720913400204
0.106494666223,3.08834532048,-0.913348321305,0.0609769911904
0.106494666223,3.1948399867,0.0907692155595,1.04318575404
0.106494666223,3.30133465292,1.4028056714,6.79348663343
0.106494666223,3.40782931915,-0.0212114482141,8.6876466972
0.106494666223,3.51432398537,-0.393106001508,4.35903516679
0.106494666223,3.6208186516,-0.299489066464,7.83050479947
0.106494666223,3.72731331782,-1.27927696148,7.08111820932
0.106494666223,3.83380798404,0.450960496748,4.61866859372
0.106494666223,3.94030265027,-0.290670384628,7.27367771178
0.106494666223,4.04679731649,-0.0335141629676,7.52278703094
0.106494666223,4.15329198271,0.00623181061943,6.44560783812
0.106494666223,4.25978664894,0.491665943368,5.3228862403
0.106494666223,4.36628131516,-0.00789918686932,4.36205063152
0.106494666223,4.47277598138,0.480218094912,5.33657406826
0.106494666223,4.57927064761,-0.829708189298,6.68616836933
0.106494666223,4.68576531383,-0.0621897881367,6.0815011093
0.106494666223,4.79225998005,-0.450282568579,6.66553210184
0.106494666223,4.89875464628,-0.0979702101758,7.63708049118
0.106494666223,5.0052493125,0.444381311389,5.98534836188
0.106494666223,5.11174397872,-0.0429917699508,5.65091816257
0.106494666223,5.21823864495,-0.14580836368,5.62490259033
0.106494666223,5.32473331117,-0.606226697635,6.3564809046
0.106494666223,5.43122797739,-0.352175914933,6.40662918224
0.106494666223,5.53772264362,-0.427857814401,6.53502007075
0.106494666223,5.64421730984,0.19031241647,5.88995589896
0.106494666223,5.75071197606,-0.139047466853,6.54152929622
0.106494666223,5.85720664229,-0.138133379056,6.6402912657
0.106494666223,5.96370130851,0.116698067123,6.27062197519
0.106494666223,6.07019597473,0.150513317058,6.13347865427
0.106494666223,6.17669064096,-0.0649323826174,6.33625631035
0.106494666223,6.28318530718,0.0190518297098,6.17492599527
0.212989332447,0.0,0.0198843403796,-0.149879214399
0.212989332447,0.106494666223,0.10977273078,0.0932570845437
0.212989332447,0.212989332447,0.166501901367,0.271910581019
0.212989332447,0.31948399867,0.066037265964,0.075582968892
0.212989332447,0.425978664894,-0.155874525644,-0.350248516424
0.212989332447,0.532473331117,-0.326615205528,-0.23241344136
0.212989332447,0.63896799734,0.00865437826751,0.286581299573
0.212989332447,0.745462663564,0.223313630786,0.713926803993
0.212989332447,0.851957329787,0.0991897046087,-0.309513080849
0.212989332447,0.95845199601,-0.632348783916,-0.292166747761
0.212989332447,1.06494666223,0.501639606524,0.052911040349
0.212989332447,1.17144132846,-0.122567726763,0.640266213119
0.212989332447,1.27793599468,-0.491243201711,-0.35725472804
0.212989332447,1.3844306609,0.0813041443618,0.554174723242
0.212989332447,1.49092532713,0.439947359891,0.766897598238
0.212989332447,1.59741999335,0.278419009012,1.16304472762
0.212989332447,1.70391465957,-0.180123656454,0.178246660732
0.212989332447,1.8104093258,-0.695172881294,-0.391447958753
0.212989332447,1.91690399202,-0.81144797558,-0.854146569107
0.212989332447,2.02339865824,1.28292191285,0.1848783675
0.212989332447,2.12989332447,0.108225610034,1.12477710959
0.212989332447,2.23638799069,0.78185434605,-0.251825956574
0.212989332447,2.34288265691,1.04047488385,-0.0971993117944
0.212989332447,2.44937732314,0.433948165225,-1.12744348491
0.212989332447,2.55587198936,0.893063611992,1.61173912073
0.212989332447,2.66236665558,0.564538557951,-0.463832843984
0.212989332447,2.76886132181,-0.967571774677,-0.859523330544
0.212989332447,2.87535598803,-0.852681341911,-1.32751883434
0.212989332447,2.98185065425,-1.35292855097,12.487648484
0.212989332447,3.08834532048,0.40397285497,-1.40992288722
0.212989332447,3.1948399867,1.27961963832,-0.609781900611
0.212989332447,3.30133465292,1.12583874814,30.3455443301
0.212989332447,3.40782931915,0.139560442428,4.30003589371
0.212989332447,3.51432398537,-0.199044932812,6.86433478224
0.212989332447,3.6208186516,-0.471889587253,6.15413248521
0.212989332447,3.72731331782,0.67513488808,7.72002060193
0.212989332447,3.83380798404,0.131633711274,7.97507607801
